athlete	team	medal	year	sport
athlete_118106	Soviet Union	Bronze	2006	sport_26
athlete_118107	Italy	Silver	2007	sport_27
athlete_118108	Kenya	NA	2008	sport_28
athlete_118109	United States	NA	2009	sport_29
athlete_118110	France	NA	2010	sport_30
athlete_118111	United States	NA	2011	sport_31
athlete_118112	United States	NA	2012	sport_32
athlete_118113	United States	NA	2013	sport_33
athlete_118114	Italy	Silver	2014	sport_34
athlete_118115	Germany	NA	2015	sport_35
athlete_118116	Italy	NA	2016	sport_36
athlete_118117	Soviet Union	NA	2017	sport_37
athlete_118118	Soviet Union	Gold	2018	sport_38
athlete_118119	United States	Silver	2019	sport_39
athlete_118120	Italy	NA	2000	sport_0
athlete_118121	Kenya	Gold	2001	sport_1
athlete_118122	Germany	NA	2002	sport_2
athlete_118123	France	NA	2003	sport_3
athlete_118124	Soviet Union	NA	2004	sport_4
athlete_118125	Japan	Silver	2005	sport_5
athlete_118126	Germany	Bronze	2006	sport_6
athlete_118127	Germany	Gold	2007	sport_7
athlete_118128	France	Gold	2008	sport_8
athlete_118129	United States	Bronze	2009	sport_9
athlete_118130	Kenya	Bronze	2010	sport_10
athlete_118131	France	NA	2011	sport_11
athlete_118132	Italy	Bronze	2012	sport_12
athlete_118133	United States	Silver	2013	sport_13
athlete_118134	France	Bronze	2014	sport_14
athlete_118135	France	NA	2015	sport_15
athlete_118136	Soviet Union	NA	2016	sport_16
athlete_118137	United States	NA	2017	sport_17
athlete_118138	France	NA	2018	sport_18
athlete_118139	Germany	NA	2019	sport_19
athlete_118140	United States	Gold	2000	sport_20
athlete_118141	France	NA	2001	sport_21
athlete_118142	Italy	NA	2002	sport_22
athlete_118143	Soviet Union	NA	2003	sport_23
athlete_118144	Italy	Bronze	2004	sport_24
athlete_118145	Italy	Gold	2005	sport_25
athlete_118146	France	NA	2006	sport_26
athlete_118147	Italy	Silver	2007	sport_27
athlete_118148	Italy	Gold	2008	sport_28
athlete_118149	United States	Silver	2009	sport_29
athlete_118150	Soviet Union	Bronze	2010	sport_30
athlete_118151	France	Bronze	2011	sport_31
athlete_118152	Germany	Silver	2012	sport_32
athlete_118153	Germany	Bronze	2013	sport_33
athlete_118154	United States	Bronze	2014	sport_34
athlete_118155	Germany	NA	2015	sport_35
athlete_118156	United States	NA	2016	sport_36
athlete_118157	Japan	NA	2017	sport_37
athlete_118158	United States	Gold	2018	sport_38
athlete_118159	Germany	NA	2019	sport_39
athlete_118160	Soviet Union	Gold	2000	sport_0
athlete_118161	Germany	Silver	2001	sport_1
athlete_118162	United States	NA	2002	sport_2
athlete_118163	Germany	NA	2003	sport_3
athlete_118164	United States	Silver	2004	sport_4
athlete_118165	United States	Gold	2005	sport_5
athlete_118166	Soviet Union	NA	2006	sport_6
athlete_118167	Germany	Gold	2007	sport_7
athlete_118168	United States	Silver	2008	sport_8
athlete_118169	United States	NA	2009	sport_9
athlete_118170	United States	Bronze	2010	sport_10
athlete_118171	Japan	NA	2011	sport_11
athlete_118172	Italy	NA	2012	sport_12
athlete_118173	United States	Gold	2013	sport_13
athlete_118174	Kenya	NA	2014	sport_14
athlete_118175	Soviet Union	NA	2015	sport_15
athlete_118176	Soviet Union	NA	2016	sport_16
athlete_118177	France	Silver	2017	sport_17
athlete_118178	Soviet Union	NA	2018	sport_18
athlete_118179	Germany	NA	2019	sport_19
athlete_118180	Italy	NA	2000	sport_20
athlete_118181	United States	NA	2001	sport_21
athlete_118182	United States	NA	2002	sport_22
athlete_118183	Japan	Silver	2003	sport_23
athlete_118184	Italy	NA	2004	sport_24
athlete_118185	Soviet Union	NA	2005	sport_25
athlete_118186	Germany	Silver	2006	sport_26
athlete_118187	Japan	NA	2007	sport_27
athlete_118188	Italy	Gold	2008	sport_28
athlete_118189	Japan	Gold	2009	sport_29
athlete_118190	United States	NA	2010	sport_30
athlete_118191	Germany	Gold	2011	sport_31
athlete_118192	Japan	Bronze	2012	sport_32
athlete_118193	United States	Silver	2013	sport_33
athlete_118194	Italy	NA	2014	sport_34
athlete_118195	Italy	Gold	2015	sport_35
athlete_118196	United States	Bronze	2016	sport_36
athlete_118197	Japan	Silver	2017	sport_37
athlete_118198	Soviet Union	NA	2018	sport_38
athlete_118199	France	NA	2019	sport_39
athlete_118200	United States	NA	2000	sport_0
athlete_118201	Japan	Silver	2001	sport_1
athlete_118202	Germany	Bronze	2002	sport_2
athlete_118203	Germany	Bronze	2003	sport_3
athlete_118204	United States	NA	2004	sport_4
athlete_118205	United States	NA	2005	sport_5
athlete_118206	United States	Gold	2006	sport_6
athlete_118207	Germany	Silver	2007	sport_7
athlete_118208	Japan	Gold	2008	sport_8
athlete_118209	Germany	NA	2009	sport_9
athlete_118210	Italy	NA	2010	sport_10
athlete_118211	Kenya	Gold	2011	sport_11
athlete_118212	Germany	Bronze	2012	sport_12
athlete_118213	Soviet Union	Bronze	2013	sport_13
athlete_118214	Italy	Silver	2014	sport_14
athlete_118215	Italy	Silver	2015	sport_15
athlete_118216	France	Bronze	2016	sport_16
athlete_118217	Kenya	Silver	2017	sport_17
athlete_118218	Germany	Silver	2018	sport_18
athlete_118219	France	NA	2019	sport_19
athlete_118220	United States	Silver	2000	sport_20
athlete_118221	United States	NA	2001	sport_21
athlete_118222	Italy	Silver	2002	sport_22
athlete_118223	France	Silver	2003	sport_23
athlete_118224	United States	Bronze	2004	sport_24
athlete_118225	United States	NA	2005	sport_25
athlete_118226	Germany	NA	2006	sport_26
athlete_118227	United States	NA	2007	sport_27
athlete_118228	France	Gold	2008	sport_28
athlete_118229	Italy	NA	2009	sport_29
athlete_118230	France	NA	2010	sport_30
athlete_118231	Kenya	Gold	2011	sport_31
athlete_118232	United States	Silver	2012	sport_32
athlete_118233	Soviet Union	Gold	2013	sport_33
athlete_118234	Japan	Gold	2014	sport_34
athlete_118235	United States	NA	2015	sport_35
athlete_118236	United States	NA	2016	sport_36
athlete_118237	United States	Silver	2017	sport_37
athlete_118238	France	NA	2018	sport_38
athlete_118239	Italy	NA	2019	sport_39
athlete_118240	United States	NA	2000	sport_0
athlete_118241	United States	NA	2001	sport_1
athlete_118242	United States	NA	2002	sport_2
athlete_118243	United States	Gold	2003	sport_3
athlete_118244	Germany	Gold	2004	sport_4
athlete_118245	Italy	NA	2005	sport_5
athlete_118246	Japan	NA	2006	sport_6
athlete_118247	Germany	NA	2007	sport_7
athlete_118248	United States	Silver	2008	sport_8
athlete_118249	Kenya	NA	2009	sport_9
athlete_118250	Japan	Gold	2010	sport_10
athlete_118251	Japan	Gold	2011	sport_11
athlete_118252	France	NA	2012	sport_12
athlete_118253	Germany	Gold	2013	sport_13
athlete_118254	France	NA	2014	sport_14
athlete_118255	Soviet Union	NA	2015	sport_15
athlete_118256	United States	NA	2016	sport_16
athlete_118257	United States	Gold	2017	sport_17
athlete_118258	Germany	NA	2018	sport_18
athlete_118259	Germany	NA	2019	sport_19
athlete_118260	Italy	Bronze	2000	sport_20
athlete_118261	Italy	Silver	2001	sport_21
athlete_118262	United States	Silver	2002	sport_22
athlete_118263	United States	Silver	2003	sport_23
athlete_118264	Germany	Gold	2004	sport_24
athlete_118265	Italy	NA	2005	sport_25
athlete_118266	United States	Bronze	2006	sport_26
athlete_118267	Soviet Union	NA	2007	sport_27
athlete_118268	United States	Gold	2008	sport_28
athlete_118269	Soviet Union	Gold	2009	sport_29
athlete_118270	United States	NA	2010	sport_30
athlete_118271	United States	NA	2011	sport_31
athlete_118272	Germany	Bronze	2012	sport_32
athlete_118273	Soviet Union	Gold	2013	sport_33
athlete_118274	Japan	NA	2014	sport_34
athlete_118275	United States	Silver	2015	sport_35
athlete_118276	United States	Silver	2016	sport_36
athlete_118277	Kenya	Gold	2017	sport_37
athlete_118278	United States	NA	2018	sport_38
athlete_118279	United States	Silver	2019	sport_39
athlete_118280	France	NA	2000	sport_0
athlete_118281	Japan	NA	2001	sport_1
athlete_118282	Italy	Silver	2002	sport_2
athlete_118283	Kenya	NA	2003	sport_3
athlete_118284	France	Gold	2004	sport_4
athlete_118285	Kenya	NA	2005	sport_5
athlete_118286	Italy	NA	2006	sport_6
athlete_118287	United States	NA	2007	sport_7
athlete_118288	United States	NA	2008	sport_8
athlete_118289	France	NA	2009	sport_9
athlete_118290	Kenya	NA	2010	sport_10
athlete_118291	France	Bronze	2011	sport_11
athlete_118292	France	Gold	2012	sport_12
athlete_118293	United States	NA	2013	sport_13
athlete_118294	Soviet Union	NA	2014	sport_14
athlete_118295	United States	Gold	2015	sport_15
athlete_118296	Italy	NA	2016	sport_16
athlete_118297	Japan	NA	2017	sport_17
athlete_118298	Japan	Bronze	2018	sport_18
athlete_118299	United States	NA	2019	sport_19
athlete_118300	Japan	Bronze	2000	sport_20
athlete_118301	Japan	NA	2001	sport_21
athlete_118302	United States	NA	2002	sport_22
athlete_118303	Germany	NA	2003	sport_23
athlete_118304	United States	NA	2004	sport_24
athlete_118305	France	NA	2005	sport_25
athlete_118306	France	NA	2006	sport_26
athlete_118307	Kenya	Bronze	2007	sport_27
athlete_118308	United States	NA	2008	sport_28
athlete_118309	United States	NA	2009	sport_29
athlete_118310	Italy	NA	2010	sport_30
athlete_118311	Kenya	NA	2011	sport_31
athlete_118312	France	Gold	2012	sport_32
athlete_118313	Germany	NA	2013	sport_33
athlete_118314	United States	Bronze	2014	sport_34
athlete_118315	Italy	NA	2015	sport_35
athlete_118316	Soviet Union	Bronze	2016	sport_36
athlete_118317	Germany	NA	2017	sport_37
athlete_118318	Japan	Gold	2018	sport_38
athlete_118319	France	Bronze	2019	sport_39
athlete_118320	Soviet Union	NA	2000	sport_0
athlete_118321	United States	Bronze	2001	sport_1
athlete_118322	United States	NA	2002	sport_2
athlete_118323	United States	Bronze	2003	sport_3
athlete_118324	France	NA	2004	sport_4
athlete_118325	Germany	Gold	2005	sport_5
athlete_118326	United States	Silver	2006	sport_6
athlete_118327	Italy	Bronze	2007	sport_7
athlete_118328	Germany	NA	2008	sport_8
athlete_118329	Japan	NA	2009	sport_9
athlete_118330	Japan	Silver	2010	sport_10
athlete_118331	Italy	NA	2011	sport_11
athlete_118332	United States	Silver	2012	sport_12
athlete_118333	United States	Bronze	2013	sport_13
athlete_118334	Italy	Silver	2014	sport_14
athlete_118335	United States	Gold	2015	sport_15
athlete_118336	United States	Silver	2016	sport_16
athlete_118337	Germany	Silver	2017	sport_17
athlete_118338	France	Gold	2018	sport_18
athlete_118339	Italy	NA	2019	sport_19
athlete_118340	Japan	Bronze	2000	sport_20
athlete_118341	United States	Bronze	2001	sport_21
athlete_118342	Italy	NA	2002	sport_22
athlete_118343	France	Gold	2003	sport_23
athlete_118344	United States	Gold	2004	sport_24
athlete_118345	Italy	NA	2005	sport_25
athlete_118346	Japan	NA	2006	sport_26
athlete_118347	United States	Gold	2007	sport_27
athlete_118348	France	NA	2008	sport_28
athlete_118349	France	NA	2009	sport_29
athlete_118350	United States	Silver	2010	sport_30
athlete_118351	United States	Gold	2011	sport_31
athlete_118352	Japan	Gold	2012	sport_32
athlete_118353	United States	NA	2013	sport_33
athlete_118354	France	Gold	2014	sport_34
athlete_118355	Kenya	Gold	2015	sport_35
athlete_118356	France	NA	2016	sport_36
athlete_118357	Japan	NA	2017	sport_37
athlete_118358	Italy	NA	2018	sport_38
athlete_118359	United States	NA	2019	sport_39
athlete_118360	Germany	NA	2000	sport_0
athlete_118361	United States	Gold	2001	sport_1
athlete_118362	Soviet Union	NA	2002	sport_2
athlete_118363	Germany	Silver	2003	sport_3
athlete_118364	France	NA	2004	sport_4
athlete_118365	United States	NA	2005	sport_5
athlete_118366	Soviet Union	Gold	2006	sport_6
athlete_118367	Germany	NA	2007	sport_7
athlete_118368	Japan	Gold	2008	sport_8
athlete_118369	United States	NA	2009	sport_9
athlete_118370	United States	Silver	2010	sport_10
athlete_118371	France	Gold	2011	sport_11
athlete_118372	United States	Bronze	2012	sport_12
athlete_118373	Italy	Gold	2013	sport_13
athlete_118374	Italy	NA	2014	sport_14
athlete_118375	Italy	NA	2015	sport_15
athlete_118376	Soviet Union	NA	2016	sport_16
athlete_118377	United States	NA	2017	sport_17
athlete_118378	Soviet Union	NA	2018	sport_18
athlete_118379	Germany	Bronze	2019	sport_19
athlete_118380	Soviet Union	NA	2000	sport_20
athlete_118381	United States	NA	2001	sport_21
athlete_118382	Kenya	NA	2002	sport_22
athlete_118383	Soviet Union	NA	2003	sport_23
athlete_118384	Japan	NA	2004	sport_24
athlete_118385	France	NA	2005	sport_25
athlete_118386	Soviet Union	NA	2006	sport_26
athlete_118387	France	NA	2007	sport_27
athlete_118388	United States	Bronze	2008	sport_28
athlete_118389	Kenya	Gold	2009	sport_29
athlete_118390	Germany	NA	2010	sport_30
athlete_118391	France	Gold	2011	sport_31
athlete_118392	Kenya	Silver	2012	sport_32
athlete_118393	Germany	Bronze	2013	sport_33
athlete_118394	United States	NA	2014	sport_34
athlete_118395	Germany	NA	2015	sport_35
athlete_118396	Italy	Silver	2016	sport_36
athlete_118397	Italy	NA	2017	sport_37
athlete_118398	France	NA	2018	sport_38
athlete_118399	United States	Silver	2019	sport_39
athlete_118400	United States	Silver	2000	sport_0
athlete_118401	Japan	NA	2001	sport_1
athlete_118402	United States	NA	2002	sport_2
athlete_118403	United States	NA	2003	sport_3
athlete_118404	France	NA	2004	sport_4
athlete_118405	Kenya	Gold	2005	sport_5
athlete_118406	Japan	Silver	2006	sport_6
athlete_118407	Kenya	NA	2007	sport_7
athlete_118408	Japan	Gold	2008	sport_8
athlete_118409	Japan	Gold	2009	sport_9
athlete_118410	Italy	NA	2010	sport_10
athlete_118411	Soviet Union	Bronze	2011	sport_11
athlete_118412	Germany	NA	2012	sport_12
athlete_118413	Germany	NA	2013	sport_13
athlete_118414	United States	Bronze	2014	sport_14
athlete_118415	France	NA	2015	sport_15
athlete_118416	United States	Gold	2016	sport_16
athlete_118417	United States	NA	2017	sport_17
athlete_118418	Kenya	Gold	2018	sport_18
athlete_118419	United States	NA	2019	sport_19
athlete_118420	Japan	Silver	2000	sport_20
athlete_118421	United States	Silver	2001	sport_21
athlete_118422	Kenya	NA	2002	sport_22
athlete_118423	United States	Gold	2003	sport_23
athlete_118424	France	NA	2004	sport_24
athlete_118425	Soviet Union	NA	2005	sport_25
athlete_118426	Italy	Gold	2006	sport_26
athlete_118427	Japan	NA	2007	sport_27
athlete_118428	United States	Silver	2008	sport_28
athlete_118429	United States	NA	2009	sport_29
athlete_118430	Germany	NA	2010	sport_30
athlete_118431	Japan	Bronze	2011	sport_31
athlete_118432	Germany	Gold	2012	sport_32
athlete_118433	Germany	NA	2013	sport_33
athlete_118434	Germany	Bronze	2014	sport_34
athlete_118435	United States	Gold	2015	sport_35
athlete_118436	Germany	NA	2016	sport_36
athlete_118437	Kenya	NA	2017	sport_37
athlete_118438	Soviet Union	Gold	2018	sport_38
athlete_118439	Italy	NA	2019	sport_39
athlete_118440	Italy	NA	2000	sport_0
athlete_118441	Soviet Union	NA	2001	sport_1
athlete_118442	Germany	NA	2002	sport_2
athlete_118443	France	Bronze	2003	sport_3
athlete_118444	United States	Silver	2004	sport_4
athlete_118445	Kenya	NA	2005	sport_5
athlete_118446	United States	Silver	2006	sport_6
athlete_118447	Italy	NA	2007	sport_7
athlete_118448	Soviet Union	Bronze	2008	sport_8
athlete_118449	France	Bronze	2009	sport_9
athlete_118450	Italy	Bronze	2010	sport_10
athlete_118451	United States	NA	2011	sport_11
athlete_118452	United States	NA	2012	sport_12
athlete_118453	United States	NA	2013	sport_13
athlete_118454	Italy	Bronze	2014	sport_14
athlete_118455	United States	Silver	2015	sport_15
athlete_118456	Kenya	NA	2016	sport_16
athlete_118457	Soviet Union	Bronze	2017	sport_17
athlete_118458	Japan	Silver	2018	sport_18
athlete_118459	Germany	NA	2019	sport_19
athlete_118460	Soviet Union	NA	2000	sport_20
athlete_118461	United States	NA	2001	sport_21
athlete_118462	Japan	Bronze	2002	sport_22
athlete_118463	Germany	NA	2003	sport_23
athlete_118464	United States	Gold	2004	sport_24
athlete_118465	United States	Silver	2005	sport_25
athlete_118466	France	Silver	2006	sport_26
athlete_118467	France	Silver	2007	sport_27
athlete_118468	Soviet Union	NA	2008	sport_28
athlete_118469	France	Silver	2009	sport_29
athlete_118470	United States	Silver	2010	sport_30
athlete_118471	Japan	NA	2011	sport_31
athlete_118472	France	Bronze	2012	sport_32
athlete_118473	United States	Silver	2013	sport_33
athlete_118474	Germany	Bronze	2014	sport_34
athlete_118475	Kenya	NA	2015	sport_35
athlete_118476	Soviet Union	NA	2016	sport_36
athlete_118477	France	NA	2017	sport_37
athlete_118478	United States	Bronze	2018	sport_38
athlete_118479	Kenya	NA	2019	sport_39
athlete_118480	Japan	NA	2000	sport_0
athlete_118481	France	Bronze	2001	sport_1
athlete_118482	Italy	NA	2002	sport_2
athlete_118483	United States	NA	2003	sport_3
athlete_118484	Japan	Bronze	2004	sport_4
athlete_118485	France	Gold	2005	sport_5
athlete_118486	Soviet Union	Silver	2006	sport_6
athlete_118487	United States	Silver	2007	sport_7
athlete_118488	Soviet Union	Silver	2008	sport_8
athlete_118489	United States	Silver	2009	sport_9
athlete_118490	Soviet Union	NA	2010	sport_10
athlete_118491	Kenya	Silver	2011	sport_11
athlete_118492	United States	NA	2012	sport_12
athlete_118493	Japan	NA	2013	sport_13
athlete_118494	Germany	Gold	2014	sport_14
athlete_118495	Germany	NA	2015	sport_15
athlete_118496	United States	Silver	2016	sport_16
athlete_118497	France	Gold	2017	sport_17
athlete_118498	Japan	Bronze	2018	sport_18
athlete_118499	France	NA	2019	sport_19
athlete_118500	United States	NA	2000	sport_20
athlete_118501	United States	Bronze	2001	sport_21
athlete_118502	Italy	NA	2002	sport_22
athlete_118503	United States	NA	2003	sport_23
athlete_118504	United States	Bronze	2004	sport_24
athlete_118505	Kenya	NA	2005	sport_25
athlete_118506	United States	Bronze	2006	sport_26
athlete_118507	France	Gold	2007	sport_27
athlete_118508	United States	Gold	2008	sport_28
athlete_118509	France	NA	2009	sport_29
athlete_118510	Japan	Silver	2010	sport_30
athlete_118511	Kenya	Silver	2011	sport_31
athlete_118512	Germany	Silver	2012	sport_32
athlete_118513	United States	Bronze	2013	sport_33
athlete_118514	Italy	NA	2014	sport_34
athlete_118515	Japan	Silver	2015	sport_35
athlete_118516	Italy	NA	2016	sport_36
athlete_118517	United States	Gold	2017	sport_37
athlete_118518	Soviet Union	NA	2018	sport_38
athlete_118519	France	Silver	2019	sport_39
athlete_118520	Italy	Gold	2000	sport_0
athlete_118521	Italy	NA	2001	sport_1
athlete_118522	United States	Bronze	2002	sport_2
athlete_118523	United States	NA	2003	sport_3
athlete_118524	United States	Gold	2004	sport_4
athlete_118525	Kenya	NA	2005	sport_5
athlete_118526	Soviet Union	NA	2006	sport_6
athlete_118527	United States	NA	2007	sport_7
